Diamond{index=293, carat=0.51, cut=Ideal, color=D, clarity=VVS1, depth=61.7, percentageOfWidth=56.0, cost=2797.0, length=5.12, width=5.16}
Diamond{index=396, carat=0.32, cut=Ideal, color=I, clarity=SI1, depth=60.7, percentageOfWidth=57.0, cost=554.0, length=4.47, width=4.42}
Diamond{index=84, carat=0.38, cut=Ideal, color=I, clarity=SI2, depth=61.6, percentageOfWidth=56.0, cost=554.0, length=4.65, width=4.67}
Diamond{index=40, carat=0.33, cut=Ideal, color=I, clarity=SI2, depth=61.8, percentageOfWidth=55.0, cost=403.0, length=4.49, width=4.51}
Diamond{index=41, carat=0.33, cut=Ideal, color=I, clarity=SI2, depth=61.2, percentageOfWidth=56.0, cost=403.0, length=4.49, width=4.5}
Diamond{index=17, carat=0.3, cut=Ideal, color=I, clarity=SI2, depth=62.0, percentageOfWidth=54.0, cost=348.0, length=4.31, width=4.34}
Diamond{index=56, carat=0.3, cut=Ideal, color=I, clarity=SI2, depth=61.0, percentageOfWidth=59.0, cost=405.0, length=4.3, width=4.33}
Diamond{index=12, carat=0.23, cut=Ideal, color=J, clarity=VS1, depth=62.8, percentageOfWidth=56.0, cost=340.0, length=3.93, width=3.9}
Diamond{index=461, carat=0.9, cut=Ideal, color=J, clarity=VS2, depth=62.8, percentageOfWidth=55.0, cost=2817.0, length=6.2, width=6.16}
Diamond{index=42, carat=0.33, cut=Ideal, color=J, clarity=SI1, depth=61.1, percentageOfWidth=56.0, cost=403.0, length=4.49, width=4.55}
Diamond{index=14, carat=0.31, cut=Ideal, color=J, clarity=SI2, depth=62.2, percentageOfWidth=54.0, cost=344.0, length=4.35, width=4.37}
Diamond{index=153, carat=0.71, cut=Premium, color=D, clarity=VS2, depth=62.5, percentageOfWidth=60.0, cost=2770.0, length=5.65, width=5.61}
Diamond{index=517, carat=0.71, cut=Premium, color=D, clarity=VS2, depth=61.2, percentageOfWidth=59.0, cost=2824.0, length=5.74, width=5.69}
Diamond{index=172, carat=0.7, cut=Premium, color=D, clarity=VS2, depth=58.0, percentageOfWidth=62.0, cost=2773.0, length=5.87, width=5.78}
Diamond{index=55, carat=0.22, cut=Premium, color=D, clarity=VS2, depth=59.3, percentageOfWidth=62.0, cost=404.0, length=3.91, width=3.88}
Diamond{index=486, carat=0.73, cut=Premium, color=D, clarity=SI1, depth=61.7, percentageOfWidth=55.0, cost=2821.0, length=5.84, width=5.82}
Diamond{index=226, carat=0.72, cut=Premium, color=D, clarity=SI1, depth=62.7, percentageOfWidth=59.0, cost=2782.0, length=5.73, width=5.69}
Diamond{index=289, carat=0.71, cut=Premium, color=D, clarity=SI1, depth=62.7, percentageOfWidth=60.0, cost=2797.0, length=5.67, width=5.71}
Diamond{index=290, carat=0.71, cut=Premium, color=D, clarity=SI1, depth=61.3, percentageOfWidth=58.0, cost=2797.0, length=5.73, width=5.75}
Diamond{index=291, carat=0.71, cut=Premium, color=D, clarity=SI1, depth=61.6, percentageOfWidth=60.0, cost=2797.0, length=5.74, width=5.69}
Diamond{index=496, carat=0.71, cut=Premium, color=D, clarity=SI1, depth=62.7, percentageOfWidth=60.0, cost=2822.0, length=5.71, width=5.67}
Diamond{index=497, carat=0.71, cut=Premium, color=D, clarity=SI1, depth=61.3, percentageOfWidth=58.0, cost=2822.0, length=5.75, width=5.73}
Diamond{index=227, carat=0.7, cut=Premium, color=D, clarity=SI1, depth=62.8, percentageOfWidth=60.0, cost=2782.0, length=5.68, width=5.66}
Diamond{index=498, carat=0.7, cut=Premium, color=D, clarity=SI1, depth=60.2, percentageOfWidth=60.0, cost=2822.0, length=5.82, width=5.75}
Diamond{index=62, carat=0.3, cut=Premium, color=D, clarity=SI1, depth=62.6, percentageOfWidth=59.0, cost=552.0, length=4.23, width=4.27}
Diamond{index=375, carat=0.81, cut=Premium, color=D, clarity=SI2, depth=59.2, percentageOfWidth=57.0, cost=2809.0, length=6.15, width=6.05}
Diamond{index=281, carat=0.72, cut=Premium, color=D, clarity=SI2, depth=62.0, percentageOfWidth=60.0, cost=2795.0, length=5.73, width=5.69}
Diamond{index=151, carat=0.71, cut=Premium, color=D, clarity=SI2, depth=61.7, percentageOfWidth=59.0, cost=2768.0, length=5.71, width=5.67}
Diamond{index=136, carat=0.63, cut=Premium, color=E, clarity=VVS1, depth=60.9, percentageOfWidth=60.0, cost=2765.0, length=5.52, width=5.55}
Diamond{index=254, carat=0.63, cut=Premium, color=E, clarity=VVS1, depth=60.9, percentageOfWidth=60.0, cost=2789.0, length=5.55, width=5.52}
Diamond{index=70, carat=0.24, cut=Premium, color=E, clarity=VVS1, depth=60.7, percentageOfWidth=58.0, cost=553.0, length=4.01, width=4.03}
Diamond{index=253, carat=0.63, cut=Premium, color=E, clarity=VVS2, depth=62.1, percentageOfWidth=57.0, cost=2789.0, length=5.48, width=5.41}
Diamond{index=528, carat=0.73, cut=Premium, color=E, clarity=VS1, depth=62.6, percentageOfWidth=60.0, cost=2826.0, length=5.75, width=5.68}
Diamond{index=223, carat=0.7, cut=Premium, color=E, clarity=VS1, depth=62.9, percentageOfWidth=60.0, cost=2782.0, length=5.62, width=5.54}
Diamond{index=307, carat=0.7, cut=Premium, color=E, clarity=VS1, depth=62.2, percentageOfWidth=58.0, cost=2800.0, length=5.6, width=5.66}
Diamond{index=470, carat=0.7, cut=Premium, color=E, clarity=VS1, depth=59.6, percentageOfWidth=57.0, cost=2818.0, length=5.91, width=5.83}
Diamond{index=472, carat=0.7, cut=Premium, color=E, clarity=VS1, depth=62.7, percentageOfWidth=57.0, cost=2818.0, length=5.68, width=5.64}
Diamond{index=488, carat=0.7, cut=Premium, color=E, clarity=VS1, depth=60.8, percentageOfWidth=60.0, cost=2822.0, length=5.74, width=5.71}
Diamond{index=531, carat=0.7, cut=Premium, color=E, clarity=VS1, depth=62.2, percentageOfWidth=58.0, cost=2826.0, length=5.66, width=5.6}
Diamond{index=533, carat=0.7, cut=Premium, color=E, clarity=VS1, depth=59.4, percentageOfWidth=61.0, cost=2826.0, length=5.78, width=5.74}
Diamond{index=592, carat=0.7, cut=Premium, color=E, clarity=VS1, depth=62.6, percentageOfWidth=59.0, cost=2837.0, length=5.69, width=5.66}
Diamond{index=425, carat=0.73, cut=Premium, color=E, clarity=VS2, depth=58.6, percentageOfWidth=60.0, cost=2812.0, length=5.92, width=5.89}
Diamond{index=480, carat=0.73, cut=Premium, color=E, clarity=VS2, depth=61.6, percentageOfWidth=59.0, cost=2821.0, length=5.77, width=5.73}
Diamond{index=328, carat=0.72, cut=Premium, color=E, clarity=VS2, depth=63.0, percentageOfWidth=55.0, cost=2802.0, length=5.79, width=5.61}
Diamond{index=443, carat=0.72, cut=Premium, color=E, clarity=VS2, depth=58.3, percentageOfWidth=58.0, cost=2815.0, length=5.99, width=5.92}
Diamond{index=489, carat=0.72, cut=Premium, color=E, clarity=VS2, depth=60.3, percentageOfWidth=59.0, cost=2822.0, length=5.84, width=5.8}
Diamond{index=490, carat=0.72, cut=Premium, color=E, clarity=VS2, depth=60.9, percentageOfWidth=60.0, cost=2822.0, length=5.8, width=5.76}
Diamond{index=491, carat=0.72, cut=Premium, color=E, clarity=VS2, depth=62.4, percentageOfWidth=59.0, cost=2822.0, length=5.77, width=5.7}
Diamond{index=179, carat=0.71, cut=Premium, color=E, clarity=VS2, depth=62.7, percentageOfWidth=58.0, cost=2776.0, length=5.74, width=5.68}
Diamond{index=455, carat=0.71, cut=Premium, color=E, clarity=VS2, depth=62.3, percentageOfWidth=58.0, cost=2817.0, length=5.69, width=5.65}
Diamond{index=513, carat=0.71, cut=Premium, color=E, clarity=VS2, depth=62.3, percentageOfWidth=58.0, cost=2823.0, length=5.71, width=5.66}
Diamond{index=193, carat=0.7, cut=Premium, color=E, clarity=VS2, depth=61.1, percentageOfWidth=60.0, cost=2777.0, length=5.71, width=5.64}
Diamond{index=463, carat=0.7, cut=Premium, color=E, clarity=VS2, depth=62.4, percentageOfWidth=61.0, cost=2818.0, length=5.66, width=5.63}
Diamond{index=464, carat=0.7, cut=Premium, color=E, clarity=VS2, depth=59.3, percentageOfWidth=60.0, cost=2818.0, length=5.78, width=5.73}
Diamond{index=465, carat=0.7, cut=Premium, color=E, clarity=VS2, depth=63.0, percentageOfWidth=60.0, cost=2818.0, length=5.64, width=5.6}
Diamond{index=492, carat=0.7, cut=Premium, color=E, clarity=VS2, depth=60.2, percentageOfWidth=60.0, cost=2822.0, length=5.73, width=5.7}
Diamond{index=502, carat=0.7, cut=Premium, color=E, clarity=VS2, depth=61.5, percentageOfWidth=59.0, cost=2822.0, length=5.73, width=5.68}
Diamond{index=503, carat=0.7, cut=Premium, color=E, clarity=VS2, depth=62.6, percentageOfWidth=56.0, cost=2822.0, length=5.71, width=5.66}
Diamond{index=508, carat=0.7, cut=Premium, color=E, clarity=VS2, depth=60.7, percentageOfWidth=62.0, cost=2822.0, length=5.72, width=5.68}
Diamond{index=54, carat=0.22, cut=Premium, color=E, clarity=VS2, depth=61.6, percentageOfWidth=58.0, cost=404.0, length=3.93, width=3.89}
Diamond{index=246, carat=0.76, cut=Premium, color=E, clarity=SI1, depth=60.4, percentageOfWidth=58.0, cost=2789.0, length=5.92, width=5.94}
Diamond{index=247, carat=0.76, cut=Premium, color=E, clarity=SI1, depth=61.8, percentageOfWidth=58.0, cost=2789.0, length=5.82, width=5.86}
Diamond{index=430, carat=0.76, cut=Premium, color=E, clarity=SI1, depth=62.2, percentageOfWidth=59.0, cost=2814.0, length=5.86, width=5.81}
Diamond{index=102, carat=0.75, cut=Premium, color=E, clarity=SI1, depth=59.9, percentageOfWidth=54.0, cost=2760.0, length=6.0, width=5.96}
Diamond{index=432, carat=0.75, cut=Premium, color=E, clarity=SI1, depth=61.1, percentageOfWidth=59.0, cost=2814.0, length=5.86, width=5.83}
Diamond{index=482, carat=0.73, cut=Premium, color=E, clarity=SI1, depth=61.3, percentageOfWidth=58.0, cost=2821.0, length=5.83, width=5.76}
Diamond{index=484, carat=0.73, cut=Premium, color=E, clarity=SI1, depth=59.6, percentageOfWidth=61.0, cost=2821.0, length=5.92, width=5.85}
Diamond{index=485, carat=0.73, cut=Premium, color=E, clarity=SI1, depth=62.2, percentageOfWidth=59.0, cost=2821.0, length=5.77, width=5.68}
Diamond{index=560, carat=0.72, cut=Premium, color=E, clarity=SI1, depth=62.1, percentageOfWidth=58.0, cost=2831.0, length=5.73, width=5.76}
Diamond{index=264, carat=0.71, cut=Premium, color=E, clarity=SI1, depth=59.2, percentageOfWidth=59.0, cost=2792.0, length=5.83, width=5.86}
Diamond{index=265, carat=0.71, cut=Premium, color=E, clarity=SI1, depth=61.8, percentageOfWidth=59.0, cost=2792.0, length=5.7, width=5.75}
Diamond{index=452, carat=0.71, cut=Premium, color=E, clarity=SI1, depth=61.3, percentageOfWidth=56.0, cost=2817.0, length=5.78, width=5.73}
Diamond{index=457, carat=0.71, cut=Premium, color=E, clarity=SI1, depth=59.2, percentageOfWidth=59.0, cost=2817.0, length=5.86, width=5.83}
Diamond{index=458, carat=0.71, cut=Premium, color=E, clarity=SI1, depth=61.8, percentageOfWidth=59.0, cost=2817.0, length=5.75, width=5.7}
Diamond{index=460, carat=0.71, cut=Premium, color=E, clarity=SI1, depth=61.4, percentageOfWidth=58.0, cost=2817.0, length=5.77, width=5.73}
Diamond{index=194, carat=0.7, cut=Premium, color=E, clarity=SI1, depth=60.0, percentageOfWidth=59.0, cost=2777.0, length=5.79, width=5.75}
Diamond{index=195, carat=0.7, cut=Premium, color=E, clarity=SI1, depth=61.2, percentageOfWidth=57.0, cost=2777.0, length=5.73, width=5.68}
Diamond{index=196, carat=0.7, cut=Premium, color=E, clarity=SI1, depth=62.7, percentageOfWidth=59.0, cost=2777.0, length=5.67, width=5.63}
Diamond{index=197, carat=0.7, cut=Premium, color=E, clarity=SI1, depth=61.0, percentageOfWidth=57.0, cost=2777.0, length=5.73, width=5.68}
Diamond{index=198, carat=0.7, cut=Premium, color=E, clarity=SI1, depth=61.0, percentageOfWidth=58.0, cost=2777.0, length=5.78, width=5.72}
Diamond{index=202, carat=0.7, cut=Premium, color=E, clarity=SI1, depth=61.3, percentageOfWidth=58.0, cost=2777.0, length=5.71, width=5.68}
Diamond{index=203, carat=0.7, cut=Premium, color=E, clarity=SI1, depth=60.5, percentageOfWidth=58.0, cost=2777.0, length=5.77, width=5.74}
Diamond{index=521, carat=0.82, cut=Premium, color=E, clarity=SI2, depth=60.8, percentageOfWidth=60.0, cost=2824.0, length=6.05, width=6.03}
Diamond{index=549, carat=0.8, cut=Premium, color=E, clarity=SI2, depth=60.2, percentageOfWidth=57.0, cost=2829.0, length=6.05, width=6.01}
Diamond{index=548, carat=0.75, cut=Premium, color=E, clarity=SI2, depth=61.9, percentageOfWidth=57.0, cost=2829.0, length=5.88, width=5.82}
Diamond{index=15, carat=0.2, cut=Premium, color=E, clarity=SI2, depth=60.2, percentageOfWidth=62.0, cost=345.0, length=3.79, width=3.75}
Diamond{index=16, carat=0.32, cut=Premium, color=E, clarity=I1, depth=60.9, percentageOfWidth=58.0, cost=345.0, length=4.38, width=4.42}
Diamond{index=329, carat=0.72, cut=Premium, color=F, clarity=VS1, depth=62.4, percentageOfWidth=58.0, cost=2802.0, length=5.83, width=5.7}
Diamond{index=544, carat=0.72, cut=Premium, color=F, clarity=VS1, depth=62.2, percentageOfWidth=58.0, cost=2829.0, length=5.75, width=5.7}
Diamond{index=597, carat=0.72, cut=Premium, color=F, clarity=VS1, depth=58.8, percentageOfWidth=60.0, cost=2838.0, length=5.91, width=5.89}
Diamond{index=138, carat=0.71, cut=Premium, color=F, clarity=VS1, depth=61.8, percentageOfWidth=59.0, cost=2765.0, length=5.69, width=5.73}
Diamond{index=260, carat=0.71, cut=Premium, color=F, clarity=VS1, depth=60.1, percentageOfWidth=62.0, cost=2790.0, length=5.77, width=5.74}
Diamond{index=261, carat=0.71, cut=Premium, color=F, clarity=VS1, depth=61.8, percentageOfWidth=59.0, cost=2790.0, length=5.73, width=5.69}
Diamond{index=567, carat=0.71, cut=Premium, color=F, clarity=VS1, depth=62.2, percentageOfWidth=58.0, cost=2832.0, length=5.72, width=5.66}
Diamond{index=267, carat=0.7, cut=Premium, color=F, clarity=VS1, depth=62.1, percentageOfWidth=60.0, cost=2792.0, length=5.71, width=5.65}
Diamond{index=268, carat=0.7, cut=Premium, color=F, clarity=VS1, depth=60.7, percentageOfWidth=60.0, cost=2792.0, length=5.78, width=5.75}
Diamond{index=589, carat=0.75, cut=Premium, color=F, clarity=VS2, depth=59.6, percentageOfWidth=59.0, cost=2835.0, length=6.04, width=5.94}
Diamond{index=354, carat=0.74, cut=Premium, color=F, clarity=VS2, depth=61.7, percentageOfWidth=58.0, cost=2805.0, length=5.85, width=5.78}
Diamond{index=355, carat=0.74, cut=Premium, color=F, clarity=VS2, depth=61.9, percentageOfWidth=56.0, cost=2805.0, length=5.8, width=5.77}
Diamond{index=318, carat=0.73, cut=Premium, color=F, clarity=VS2, depth=62.7, percentageOfWidth=58.0, cost=2801.0, length=5.76, width=5.7}
Diamond{index=358, carat=0.73, cut=Premium, color=F, clarity=VS2, depth=62.5, percentageOfWidth=57.0, cost=2805.0, length=5.75, width=5.7}
Diamond{index=188, carat=0.71, cut=Premium, color=F, clarity=VS2, depth=62.1, percentageOfWidth=58.0, cost=2777.0, length=5.67, width=5.7}
Diamond{index=320, carat=0.71, cut=Premium, color=F, clarity=VS2, depth=62.1, percentageOfWidth=58.0, cost=2801.0, length=5.7, width=5.67}
Diamond{index=323, carat=0.71, cut=Premium, color=F, clarity=VS2, depth=62.8, percentageOfWidth=57.0, cost=2801.0, length=5.69, width=5.64}
Diamond{index=335, carat=0.71, cut=Premium, color=F, clarity=VS2, depth=62.6, percentageOfWidth=58.0, cost=2803.0, length=5.7, width=5.67}
Diamond{index=336, carat=0.71, cut=Premium, color=F, clarity=VS2, depth=58.0, percentageOfWidth=62.0, cost=2803.0, length=5.85, width=5.81}
Diamond{index=126, carat=0.7, cut=Premium, color=F, clarity=VS2, depth=61.6, percentageOfWidth=60.0, cost=2762.0, length=5.65, width=5.59}
Diamond{index=471, carat=0.7, cut=Premium, color=F, clarity=VS2, depth=61.8, percentageOfWidth=60.0, cost=2818.0, length=5.69, width=5.64}
Diamond{index=509, carat=0.7, cut=Premium, color=F, clarity=VS2, depth=60.6, percentageOfWidth=58.0, cost=2822.0, length=5.8, width=5.72}
Diamond{index=598, carat=0.7, cut=Premium, color=F, clarity=VS2, depth=62.3, percentageOfWidth=58.0, cost=2838.0, length=5.72, width=5.64}
Diamond{index=599, carat=0.7, cut=Premium, color=F, clarity=VS2, depth=61.7, percentageOfWidth=58.0, cost=2838.0, length=5.69, width=5.63}
Diamond{index=206, carat=0.78, cut=Premium, color=F, clarity=SI1, depth=62.4, percentageOfWidth=58.0, cost=2777.0, length=5.83, width=5.8}
Diamond{index=449, carat=0.78, cut=Premium, color=F, clarity=SI1, depth=61.5, percentageOfWidth=59.0, cost=2816.0, length=5.96, width=5.88}
Diamond{index=535, carat=0.78, cut=Premium, color=F, clarity=SI1, depth=60.8, percentageOfWidth=60.0, cost=2826.0, length=5.97, width=5.94}
Diamond{index=229, carat=0.75, cut=Premium, color=F, clarity=SI1, depth=61.4, percentageOfWidth=59.0, cost=2782.0, length=5.88, width=5.85}
Diamond{index=200, carat=0.72, cut=Premium, color=F, clarity=SI1, depth=61.8, percentageOfWidth=61.0, cost=2777.0, length=5.82, width=5.71}
Diamond{index=376, carat=0.71, cut=Premium, color=F, clarity=SI1, depth=60.7, percentageOfWidth=54.0, cost=2809.0, length=5.84, width=5.8}
Diamond{index=46, carat=0.29, cut=Premium, color=F, clarity=SI1, depth=62.4, percentageOfWidth=58.0, cost=403.0, length=4.24, width=4.26}
Diamond{index=13, carat=0.22, cut=Premium, color=F, clarity=SI1, depth=60.4, percentageOfWidth=61.0, cost=342.0, length=3.88, width=3.84}
Diamond{index=467, carat=0.86, cut=Premium, color=F, clarity=SI2, depth=59.3, percentageOfWidth=62.0, cost=2818.0, length=6.36, width=6.22}
Diamond{index=117, carat=0.8, cut=Premium, color=F, clarity=SI2, depth=61.7, percentageOfWidth=58.0, cost=2762.0, length=5.98, width=5.94}
Diamond{index=298, carat=0.8, cut=Premium, color=F, clarity=SI2, depth=61.0, percentageOfWidth=57.0, cost=2797.0, length=6.03, width=6.01}
Diamond{index=216, carat=1.01, cut=Premium, color=F, clarity=I1, depth=61.8, percentageOfWidth=60.0, cost=2781.0, length=6.39, width=6.36}
Diamond{index=86, carat=0.24, cut=Premium, color=G, clarity=VVS1, depth=62.3, percentageOfWidth=59.0, cost=554.0, length=3.95, width=3.92}
Diamond{index=564, carat=0.71, cut=Premium, color=G, clarity=VVS2, depth=62.1, percentageOfWidth=57.0, cost=2832.0, length=5.75, width=5.65}
Diamond{index=312, carat=0.74, cut=Premium, color=G, clarity=VS1, depth=62.9, percentageOfWidth=60.0, cost=2800.0, length=5.74, width=5.68}
Diamond{index=435, carat=0.74, cut=Premium, color=G, clarity=VS1, depth=61.7, percentageOfWidth=58.0, cost=2815.0, length=5.79, width=5.81}
Diamond{index=159, carat=0.73, cut=Premium, color=G, clarity=VS1, depth=61.5, percentageOfWidth=58.0, cost=2770.0, length=5.79, width=5.75}
Diamond{index=337, carat=0.71, cut=Premium, color=G, clarity=VS1, depth=62.4, percentageOfWidth=61.0, cost=2803.0, length=5.7, width=5.65}
Diamond{index=522, carat=0.71, cut=Premium, color=G, clarity=VS1, depth=62.2, percentageOfWidth=59.0, cost=2825.0, length=5.73, width=5.66}
Diamond{index=340, carat=0.78, cut=Premium, color=G, clarity=VS2, depth=60.8, percentageOfWidth=58.0, cost=2803.0, length=6.03, width=5.95}
Diamond{index=212, carat=0.77, cut=Premium, color=G, clarity=VS2, depth=61.2, percentageOfWidth=58.0, cost=2780.0, length=5.9, width=5.93}
Diamond{index=338, carat=0.77, cut=Premium, color=G, clarity=VS2, depth=61.3, percentageOfWidth=57.0, cost=2803.0, length=5.93, width=5.88}
Diamond{index=104, carat=0.75, cut=Premium, color=G, clarity=VS2, depth=61.7, percentageOfWidth=58.0, cost=2760.0, length=5.85, width=5.79}
Diamond{index=154, carat=0.73, cut=Premium, color=G, clarity=VS2, depth=61.4, percentageOfWidth=59.0, cost=2770.0, length=5.83, width=5.76}
Diamond{index=158, carat=0.73, cut=Premium, color=G, clarity=VS2, depth=60.7, percentageOfWidth=58.0, cost=2770.0, length=5.87, width=5.82}
Diamond{index=161, carat=0.73, cut=Premium, color=G, clarity=VS2, depth=59.2, percentageOfWidth=59.0, cost=2770.0, length=5.92, width=5.87}
Diamond{index=284, carat=0.72, cut=Premium, color=G, clarity=VS2, depth=62.9, percentageOfWidth=57.0, cost=2795.0, length=5.73, width=5.65}
Diamond{index=141, carat=0.71, cut=Premium, color=G, clarity=VS2, depth=60.9, percentageOfWidth=57.0, cost=2766.0, length=5.78, width=5.75}
Diamond{index=142, carat=0.71, cut=Premium, color=G, clarity=VS2, depth=59.8, percentageOfWidth=56.0, cost=2766.0, length=5.89, width=5.81}
Diamond{index=339, carat=0.71, cut=Premium, color=G, clarity=VS2, depth=59.9, percentageOfWidth=60.0, cost=2803.0, length=5.81, width=5.77}
Diamond{index=556, carat=0.9, cut=Premium, color=G, clarity=SI1, depth=60.6, percentageOfWidth=62.0, cost=2830.0, length=6.21, width=6.13}
Diamond{index=565, carat=0.81, cut=Premium, color=G, clarity=SI1, depth=63.0, percentageOfWidth=60.0, cost=2832.0, length=5.87, width=5.81}
Diamond{index=107, carat=0.8, cut=Premium, color=G, clarity=SI1, depth=63.0, percentageOfWidth=59.0, cost=2760.0, length=5.9, width=5.81}
Diamond{index=69, carat=0.31, cut=Premium, color=G, clarity=SI1, depth=61.8, percentageOfWidth=58.0, cost=553.0, length=4.35, width=4.32}
Diamond{index=427, carat=0.91, cut=Premium, color=G, clarity=SI2, depth=59.8, percentageOfWidth=58.0, cost=2813.0, length=6.3, width=6.29}
Diamond{index=324, carat=1.04, cut=Premium, color=G, clarity=I1, depth=62.2, percentageOfWidth=58.0, cost=2801.0, length=6.46, width=6.41}
Diamond{index=445, carat=1.02, cut=Premium, color=G, clarity=I1, depth=60.3, percentageOfWidth=58.0, cost=2815.0, length=6.55, width=6.5}
Diamond{index=87, carat=0.24, cut=Premium, color=H, clarity=VVS1, depth=61.2, percentageOfWidth=58.0, cost=554.0, length=4.01, width=3.96}
Diamond{index=88, carat=0.24, cut=Premium, color=H, clarity=VVS1, depth=60.8, percentageOfWidth=59.0, cost=554.0, length=4.02, width=4.0}
Diamond{index=539, carat=0.79, cut=Premium, color=H, clarity=VVS2, depth=62.6, percentageOfWidth=58.0, cost=2827.0, length=5.96, width=5.9}
Diamond{index=269, carat=0.76, cut=Premium, color=H, clarity=VVS2, depth=59.6, percentageOfWidth=57.0, cost=2792.0, length=5.91, width=5.86}
Diamond{index=89, carat=0.24, cut=Premium, color=H, clarity=VVS2, depth=60.7, percentageOfWidth=58.0, cost=554.0, length=4.07, width=4.04}
Diamond{index=255, carat=0.77, cut=Premium, color=H, clarity=VS1, depth=61.3, percentageOfWidth=60.0, cost=2789.0, length=5.9, width=5.88}
Diamond{index=283, carat=0.81, cut=Premium, color=H, clarity=VS2, depth=58.0, percentageOfWidth=59.0, cost=2795.0, length=6.17, width=6.13}
Diamond{index=127, carat=0.91, cut=Premium, color=H, clarity=SI1, depth=61.4, percentageOfWidth=56.0, cost=2763.0, length=6.09, width=5.97}
Diamond{index=523, carat=0.83, cut=Premium, color=H, clarity=SI1, depth=60.0, percentageOfWidth=59.0, cost=2825.0, length=6.08, width=6.05}
Diamond{index=525, carat=0.83, cut=Premium, color=H, clarity=SI1, depth=62.5, percentageOfWidth=59.0, cost=2825.0, length=6.02, width=5.95}
Diamond{index=100, carat=0.8, cut=Premium, color=H, clarity=SI1, depth=61.5, percentageOfWidth=58.0, cost=2760.0, length=5.97, width=5.93}
Diamond{index=73, carat=0.3, cut=Premium, color=H, clarity=SI1, depth=62.9, percentageOfWidth=59.0, cost=554.0, length=4.28, width=4.24}
Diamond{index=74, carat=0.3, cut=Premium, color=H, clarity=SI1, depth=62.5, percentageOfWidth=57.0, cost=554.0, length=4.29, width=4.25}
Diamond{index=397, carat=0.3, cut=Premium, color=H, clarity=SI1, depth=60.9, percentageOfWidth=59.0, cost=554.0, length=4.31, width=4.29}
Diamond{index=398, carat=0.3, cut=Premium, color=H, clarity=SI1, depth=60.1, percentageOfWidth=55.0, cost=554.0, length=4.41, width=4.38}
Diamond{index=399, carat=0.3, cut=Premium, color=H, clarity=SI1, depth=62.9, percentageOfWidth=58.0, cost=554.0, length=4.28, width=4.24}
Diamond{index=243, carat=1.01, cut=Premium, color=H, clarity=SI2, depth=62.7, percentageOfWidth=59.0, cost=2788.0, length=6.31, width=6.22}
Diamond{index=543, carat=1.01, cut=Premium, color=H, clarity=SI2, depth=61.6, percentageOfWidth=61.0, cost=2828.0, length=6.39, width=6.31}
Diamond{index=442, carat=0.89, cut=Premium, color=H, clarity=SI2, depth=60.2, percentageOfWidth=59.0, cost=2815.0, length=6.26, width=6.23}
Diamond{index=466, carat=1.0, cut=Premium, color=H, clarity=I1, depth=61.3, percentageOfWidth=60.0, cost=2818.0, length=6.43, width=6.39}
Diamond{index=282, carat=0.72, cut=Premium, color=I, clarity=IF, depth=63.0, percentageOfWidth=57.0, cost=2795.0, length=5.72, width=5.7}
Diamond{index=258, carat=0.76, cut=Premium, color=I, clarity=VVS1, depth=58.8, percentageOfWidth=59.0, cost=2790.0, length=6.0, width=5.94}
Diamond{index=278, carat=0.81, cut=Premium, color=I, clarity=VVS2, depth=61.9, percentageOfWidth=60.0, cost=2795.0, length=5.91, width=5.86}
Diamond{index=27, carat=0.24, cut=Premium, color=I, clarity=VS1, depth=62.5, percentageOfWidth=57.0, cost=355.0, length=3.97, width=3.94}
Diamond{index=113, carat=0.9, cut=Premium, color=I, clarity=VS2, depth=63.0, percentageOfWidth=58.0, cost=2761.0, length=6.16, width=6.12}
Diamond{index=90, carat=0.32, cut=Premium, color=I, clarity=SI1, depth=62.9, percentageOfWidth=58.0, cost=554.0, length=4.35, width=4.33}
Diamond{index=391, carat=0.32, cut=Premium, color=I, clarity=SI1, depth=62.7, percentageOfWidth=58.0, cost=554.0, length=4.37, width=4.34}
Diamond{index=392, carat=0.32, cut=Premium, color=I, clarity=SI1, depth=62.8, percentageOfWidth=58.0, cost=554.0, length=4.39, width=4.34}
Diamond{index=394, carat=0.32, cut=Premium, color=I, clarity=SI1, depth=61.0, percentageOfWidth=59.0, cost=554.0, length=4.39, width=4.36}
Diamond{index=285, carat=1.0, cut=Premium, color=I, clarity=SI2, depth=58.2, percentageOfWidth=60.0, cost=2795.0, length=6.61, width=6.55}
Diamond{index=530, carat=0.9, cut=Premium, color=I, clarity=SI2, depth=62.2, percentageOfWidth=59.0, cost=2826.0, length=6.11, width=6.07}
Diamond{index=65, carat=0.42, cut=Premium, color=I, clarity=SI2, depth=61.5, percentageOfWidth=59.0, cost=552.0, length=4.78, width=4.84}
Diamond{index=325, carat=1.0, cut=Premium, color=J, clarity=SI2, depth=62.3, percentageOfWidth=58.0, cost=2801.0, length=6.45, width=6.34}
Diamond{index=367, carat=0.93, cut=Premium, color=J, clarity=SI2, depth=61.9, percentageOfWidth=57.0, cost=2807.0, length=6.21, width=6.19}
Diamond{index=57, carat=0.3, cut=Premium, color=J, clarity=SI2, depth=59.3, percentageOfWidth=61.0, cost=405.0, length=4.43, width=4.38}
Diamond{index=526, carat=1.17, cut=Premium, color=J, clarity=I1, depth=60.2, percentageOfWidth=61.0, cost=2825.0, length=6.9, width=6.83}
